gameId,winner,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald
3277933669,1,1,1,1,1,2,1
3326496896,1,2,2,1,0,2,0
3331069861,1,2,1,0,0,0,1
3289039292,1,1,1,0,0,2,0
3318374371,1,1,1,1,1,1,0
3330217283,2,2,2,1,2,2,1
3301413431,2,1,1,2,1,1,0
3327316674,1,2,1,0,2,1,0
3321672193,1,2,2,1,2,2,2
3310168746,1,1,1,1,0,1,2
3303883973,2,2,2,2,2,2,0
3269477321,1,1,2,1,1,2,1
3309453269,2,2,2,2,2,1,0
3287761275,2,2,2,2,2,2,2
3294903937,2,2,2,2,0,2,2
3278010305,1,1,0,0,0,0,0
3330986255,2,1,2,2,2,2,2
3268888646,1,2,1,0,1,2,0
3277457085,1,2,1,0,0,1,2
3289403713,2,1,1,2,2,1,0
3315732296,2,1,1,0,0,2,0
3329069191,1,1,1,1,0,1,0
3329073278,2,1,2,2,2,2,0
3293749934,1,2,1,2,2,2,2
3281968936,1,1,1,1,1,1,1
3324258454,1,1,2,1,0,2,0
3324836763,1,2,1,1,0,1,1
3266603484,2,1,1,2,2,1,1
3329612694,1,0,0,0,0,0,0
3306359927,1,2,1,2,2,2,0
3299227564,1,1,1,1,1,1,2
3285299471,1,1,1,1,1,1,1
3328004551,1,1,1,1,0,1,0
3326037087,1,1,1,1,0,2,1
3317667534,1,1,1,1,2,2,2
3279231742,2,1,2,2,0,2,2
3328917555,1,1,1,2,2,1,2
3325314321,2,2,2,2,0,2,0
3317013802,2,1,2,1,2,2,0
3331289412,2,2,1,2,2,2,0
3261968095,2,2,2,0,0,2,0
3329828632,1,2,1,1,0,1,1
3250069451,2,2,2,2,0,2,0
3284339873,2,2,2,1,1,2,0
3328145648,2,1,1,2,0,2,2
3317511847,2,1,2,2,1,2,0
3311063180,1,2,2,2,2,1,1
3327581796,2,2,2,2,0,2,2
3266255482,2,1,1,2,2,2,0
3233143241,2,2,2,2,0,2,0
3331374507,2,1,2,2,1,2,2
3238718804,2,2,2,2,0,2,2
3305976224,2,1,2,2,0,2,2
3316008786,2,1,1,1,1,2,2
3301963014,1,2,1,1,1,2,0
3329780693,2,2,1,2,2,1,0
3321626713,2,1,1,2,2,1,2
3326589632,1,2,1,1,1,1,1
3328303420,2,2,2,2,2,2,2
3245107911,1,1,2,1,1,1,0
3325936396,1,1,1,1,0,1,1
3321568509,1,2,1,1,0,1,0
3309263409,1,2,1,1,1,1,2
3324718570,1,2,1,1,0,1,0
3235695385,1,1,1,0,0,2,0
3284391251,2,2,2,0,0,2,2
3324361496,2,1,2,2,2,2,2
3322394750,2,2,2,2,0,2,0
3330176454,2,2,2,2,0,1,0
3320720810,1,2,2,1,1,1,2
3313252600,2,1,1,2,2,2,0
3331392089,2,1,2,2,2,2,2
3292693759,1,1,2,1,1,1,2
3305894147,2,2,2,2,0,2,2
3265701677,2,1,2,1,2,2,1
3317250013,1,1,1,1,0,1,0
3329110897,2,1,1,2,2,2,1
3312770714,2,2,2,2,0,2,2
3322306790,2,2,2,2,2,1,2
3274610932,1,2,1,0,0,1,0
3234930870,2,2,2,0,0,2,0
3324447480,1,1,1,1,1,1,1
3330026579,1,1,2,1,1,2,0
3302346568,2,1,2,2,2,1,1
3287705733,2,2,2,2,2,1,1
3330081688,1,2,1,1,0,1,0
3324424920,2,1,1,1,2,2,2
3323999361,2,2,1,1,2,2,2
3327700585,1,2,1,1,2,1,0
3329077236,2,2,2,2,0,2,2
3328007236,2,2,2,0,2,2,0
3315688469,2,1,2,2,0,2,2
3323363479,2,1,1,2,1,1,2
3318905674,2,1,1,1,1,1,1
3315913156,1,1,1,1,1,1,0
3320025615,1,1,1,1,1,1,0
3307536052,1,1,1,1,1,2,1
3266926653,2,1,2,2,0,2,2
3215509559,2,1,1,2,0,2,0
3331249237,1,1,1,1,0,1,0
3298173257,2,1,2,2,2,2,0
3302436744,1,1,1,1,1,1,2
3325730840,1,1,1,1,1,2,2
3287187559,1,2,1,1,0,1,0
3327294256,2,2,2,2,2,1,0
3221215242,2,1,1,1,2,2,1
3317165890,1,2,2,1,1,2,0
3269273940,1,1,1,1,1,1,1
3309618306,2,2,2,2,0,1,0
3330126582,1,1,1,1,1,1,0
3322670849,2,2,2,2,2,2,0
3291830238,1,1,1,1,0,0,0
3327837653,1,1,1,1,0,1,1
3283633181,2,2,2,2,1,2,0
3328053915,1,1,2,2,1,1,2
3318097138,2,2,2,2,0,2,2
3326576604,1,1,1,1,0,1,0
3318877157,1,2,2,1,0,2,0
3322615253,2,1,2,2,2,2,0
3329969140,2,2,2,2,0,2,0
3327494375,1,2,1,1,1,2,1
3325721197,2,1,1,1,2,1,0
3329939839,2,1,2,2,0,2,0
3317576461,1,1,1,1,0,1,0
3328983065,1,1,2,1,2,1,0
3231040001,2,1,2,2,2,1,1
3273729131,2,1,2,2,0,2,0
3316157810,2,1,2,2,2,1,1
3244749271,1,1,1,1,0,1,2
3319960685,1,1,2,0,0,1,0
3284209940,1,1,2,2,1,2,0
3330475842,2,1,2,0,0,2,2
3311675251,1,1,1,1,0,1,0
3318109788,2,2,1,2,2,2,0
3294886095,2,2,1,2,2,1,0
3318108603,2,1,2,2,2,2,1
3255961585,1,1,1,1,1,2,2
3275786409,1,1,1,0,0,2,0
3304311995,2,2,2,0,0,2,0
3327598193,2,1,1,2,2,1,2
3282433739,2,1,2,2,1,2,0
3313191055,2,2,2,0,0,2,2
3226292043,2,2,2,2,1,2,0
3330161710,2,2,2,2,0,2,0
3278008703,1,1,2,1,0,2,2
3222529935,1,1,1,1,0,1,1
3326148610,1,2,2,2,1,2,2
3309612322,1,1,1,1,1,2,1
3322454614,1,1,1,1,1,1,1
3329358213,1,1,1,1,0,1,1
3312059707,2,1,2,2,2,2,2
3323498241,2,2,2,2,2,2,2
3326612489,2,2,1,0,0,2,0
3259019626,1,1,1,0,0,1,1
3313106109,1,2,2,1,1,1,0
3326347583,1,1,1,1,1,1,0
3267031209,2,1,2,2,2,2,1
3316945562,2,1,2,2,2,1,2
3241383107,1,1,1,1,1,1,1
3312123321,1,1,2,1,1,2,1
3289289711,2,2,2,1,2,2,2
3328247514,1,1,1,1,0,1,0
3323889772,1,2,1,1,1,1,0
3217589928,1,2,1,1,0,2,1
3303379066,2,1,2,0,0,1,2
3306465860,2,2,2,1,2,1,2
3331285796,1,2,2,2,1,1,1
3327800456,2,1,2,2,0,1,0
3316406047,1,1,2,1,1,1,1
3330479402,2,2,2,2,0,1,0
3292896192,1,1,1,1,1,2,0
3324242923,1,1,2,1,0,2,0
3265928411,2,2,2,2,0,0,0
3253924647,1,2,1,1,0,1,1
3324443877,2,2,2,2,0,1,2
3326116719,2,1,1,2,0,2,0
3301850525,2,2,2,2,1,2,0
3319546683,1,2,2,2,2,1,2
3290777532,1,2,0,0,0,0,0
3327312010,2,2,1,2,2,1,0
3320051946,1,2,1,1,1,1,1
3327610337,1,1,1,2,1,2,1
3324146169,2,1,2,2,1,1,0
3326043785,1,1,1,1,0,2,0
3318197991,1,1,2,1,1,1,1
3330024158,1,1,1,1,0,1,1
3243082092,2,1,1,2,1,1,1
3235309758,1,2,1,1,0,2,1
3320851176,1,1,1,1,0,1,1
3316322780,2,1,1,0,0,2,2
3327718396,1,1,1,1,0,1,1
3299234673,1,1,2,2,1,2,0
3322602664,2,1,1,2,1,1,0
3329839288,1,1,1,1,0,1,1
3302071661,1,1,1,0,0,1,0
3317787619,1,1,2,1,1,1,0
3321018109,2,2,2,1,1,2,2
3223290951,1,1,2,1,0,1,0
3323370959,2,2,2,2,1,2,0
3315412105,2,2,1,2,0,1,1
3325553193,2,2,2,2,1,2,2
3328141365,2,1,2,0,0,2,1
3326119237,2,1,1,1,2,1,1
3325685989,2,2,1,0,0,2,2
3328235240,2,1,2,2,0,2,2
3330180113,1,1,1,1,1,2,0
3289006903,1,2,1,1,0,1,0
3320850955,1,1,2,2,1,2,1
3319748319,2,2,2,2,2,2,2
3234059596,2,1,1,2,2,1,1
3326193583,2,2,2,2,0,2,2
3328486695,2,2,2,2,2,2,0
3329563419,1,1,2,1,0,1,1
3323362612,1,1,1,0,0,2,0
3315752037,2,2,2,2,2,2,0
3249769704,1,1,1,1,0,2,0
3317912669,1,1,1,1,0,1,0
3327837624,1,1,1,1,0,1,0
3326864620,1,1,1,1,0,1,1
3329803754,2,1,2,2,2,1,1
3313165082,2,2,2,2,0,2,0
3329220866,1,2,1,1,1,1,0
3322768181,2,1,1,2,0,2,1
3325500090,2,2,2,2,2,2,0
3299084909,1,1,1,1,0,1,1
3329051759,2,1,2,2,0,1,2
3255654178,2,1,2,2,1,1,0
3315342862,1,1,2,1,2,2,1
